title,cluster_label
These States Are Now Cracking Down on Critical Race Theory,0
"The Backlash to Critical Race Theory Is on The Way Sumantra Maitra , ",71
Group with Marxist ties behind critical race theory push in schools,11
What The  Critical Race Theory  Uproar Really About ? Making Enemies For 2022,0
Leaders offer critical look at race theory,39
Column : Southern Baptist turmoil over critical race theory,76
"  Critical Race Theory Exposed  Event Coming To The Lake , June 29 - 30",92
Texas teacher calls for colleagues to break the law to teach CRT :  In the past weve been activists ... ,15
Teacher slammed for TikTok rant about breaking law to teach critical race theory :  Teach your cats  ,59
State senator brings up critical race theory during special session on Medicaid tax,54
Defenders of Critical Race Theory Are Dishonest Lying Liars Who Want to Deceive America,93
Parents Arent Falling for the Left Critical Race Theory Coverup,77
Joy Reid Takes Anti - CRT Pundit To Task After He Said She Didnt Have The  Courage  To Bring Him On Her Show - Blavity,98
Mark Ballard : Politicians are debating critical race theory . LSU new president studies it . ,49
Newt Gingrich : Critical race theory spreading – but parents pushing back and here how conservatives can help,47
PERSPECTIVE : Parents against critical race theory,77
Clarence Page : Southern Baptists wade into critical race theory pool,76
Fact check : What is critical race theory ? :: WRAL . com,90
Josh Hawley Takes On CRT in a Fight for the Nation  Soul  ,40
Opinion | The Maddening Critical Race Theory Debate,39
Michelle Goldberg : The maddening critical race theory debate,71
Teaching Critical Race Theory in schools raises controversy,7
Attacks on critical race theory are a threat to American democracy ( opinion ) ,39
Letter : The real truth of Critical Race Theory,18
Anti - Critical Race Theory Activists Are Drowning Out Black Parents Fighting School Racism,99
Parental movement for teachers to wear body cams like cops in anti - CRT push gains traction,84
"Yes , Virginia , CRT is being taught in our schools",52
Missouri CRT panel hears testimony supporting school equity efforts,27
Witnesses advocate for critical race theory to be taught in schools at Monday hearing,7
Show - Me Testimony : Only Kansas City Supports Critical Race Theory,92
"Advocates Urge Lawmakers To Focus On Inequity In Education , Not Critical Race Theory",60
Bring It ! Missouri Teachers File Major Lawsuit Against Critical Race Curriculum,75
Writer tells parents to  heed this warning  about critical race theory – St . Louis Call Newspapers,47
Thousands of teachers to protest countrywide over anti - critical race theory legislation,83
Megan Monaghan Rivas to Lead CRT,40
Critical race theory teach bans killed or stalled in many states,44
"White Missouri mom goes on long rant against critical race theory at school meeting , says  Im not racist  ",99
Tuesday : Rockwood Controversy Spurs GOP Push To Ban Critical Race Theory In Schools,61
Rockwood Controversy Spurs GOP Push To Ban Critical Race Theory In Schools,61
Why critical race theory is causing a stir in schools across US,11
Bill banning critical race theory in public schools becomes law,42
Critical race theory has become a flashpoint in school board races . What is it ? ,11
MSNBC Joy Reid mocks parents who say opposing critical race theory doesnt make them racist :  It does  ,47
"Bucking Biden push for  equity , US states are outlawing critical race theory in schools and public agencies -- Puppet Masters -- Sott . net",89
Idaho governor signs bill to ban critical race theory from being taught in schools,85
Efforts to Ban Critical Race Theory in Schools Meet Rocky Reception,11
Texas Could Ban Critical Race Theory Next As Several States Look to Follow Idaho,20
Suffer the children : Critical race theory in the classroom,7
"Critical Race Theory Seeks To Tell  A More Accurate Story , Supporters Say",39
Teaching kids to hate America ? Republicans want  critical race theory  out of schools,61
AG Rokita wants Biden administration to dump proposals to teach critical race theory,66
Critical Race Theory debated at Springfield school board meeting,11
Critical race theory in schools : Todd Rokita leads opposition effort,11
20 Attorneys General Petition Biden Admin to Backtrack on CRT and  1619 Project - Based Education Proposals,46
Indiana AG Todd Rokita leads multi - state effort to oppose critical race theory in schools,60
20 state AGs tell Education Dept they oppose teaching critical race theory,29
"Eric Schmitt writes letter opposing CRT , 1619 Project",31
"Brnovich , GOP AGs object to federal proposal on teaching critical race theory",49
"What is critical race theory , and why are conservatives blocking it ? ",90
Critical race theory roils Kansas and Missouri politics . Here what it is and is not,60
"  You absolute hack : PolitiFact examines why conservatives are trying to block Critical Race Theory , especially since it not that big a deal",93
11 States Consider Bans on Teaching Critical Race Theory,42
Biden civics grants spur Tennessee Republicans to ban critical race theory,4
Conservative PAC falsely claims Missouri marijuana measure advances  critical race theory  ,54
Conservative PAC falsely claims Missouri marijuana measure advances  critical race theory  | National News,54
"Republican nominee for Missouri auditor wants to investigate schools ,  Critical Race Theory  ",61
GOP sees  huge red wave  potential by targeting critical race theory,56
McDermott : Critical race theory is the GOP latest show about nothing,56
"Missouri Lawmakers Debate Critical Race Theory , Allowing Parents to Censor Materials",47
Missouri bill would ban critical race theory in schools,42
Missouri bills would ban critical race theory and increase parental rights in education,42
"Hearing on bills to ban critical race theory , adopt parent bill of rights draws record response | Politics",23
MO lawmakers debate bills banning critical race theory,25
Anti - critical race theory activists have a new focus : Curriculum transparency,59
Anti - critical race theory activists shift focus to  curriculum transparency  ,59
"Letter : McDermott ignores filibuster history , critical race theory",49
Judge rules Missouri AG lawsuit against SPS over critical race theory must be resubmitted,75
Judge Says Missouri AG Must Resubmit Lawsuit Against SPS Over Critical Race Theory,75
GOP state lawmakers file 56 bills to ban critical race theory,23
Critical Race Theory Is Dividing Democrats and Rallying Republicans,56
Domestic terrorist mum who leading a parental uprising against CRT,69
Rep . Chuck Basye plans to  call out  Columbia Public Schools over claimed teaching of Critical Race Theory | Central Missouri,60
Rep . Chuck Basye plans to  call out  Columbia Public Schools over claimed teaching of Critical Race Theory,60
CPS mask mandate continues while Basye raises Critical Race Theory,72
Parents protesting  critical race theory  identify a new target : Mental health programs,99
Missouri AG Schmitt sues Springfield Public Schools over CRT request,81
Springfield schools sued over critical race theory request,75
Schmitt sues Springfield school district over its response to request for critical race theory records,75
Republican AG sues school district over CRT records,81
Missouri AG Sues School District Over CRT Records,81
Missouri AG sues Springfield for allegedly hiding critical race theory training for teachers,75
Missouri AG Sues Public School District for Refusing to Turn Over Critical Race Training Records,75
Missouri AG Sues Springfield for Allegedly Hiding Critical Race Theory Training for Teachers,75
HOUSE MINORITY LEADER MCCARTHY : It Time For A Parent Bill Of Rights To Push Back Against CRT Madness,28
How Critical Race Theory Is Creeping Into More Schools,11
"Letters for November 28 : On CRT , Rittenhouse and money in politics",57
Letter : ND CRT law : What about the standards ? ,58
"Springfield voters cite CRT , book bans in SPS board election for vote",67
"Voters cite critical race theory , book bans , teacher pay in Springfield school board votes",42
Missouri teacher accused of teaching critical race theory loses job,83
Southwest Missouri high school teacher accused of using critical race theory loses job,83
One Missouri legislator favorite buzzword : CRT,28
Fired over CRT : Missouri high school teacher accused of teaching  critical race theory  loses job,83
Christina Pushaw OWNS toolbags claiming CRT isnt taught in schools with ACTUAL math homework from Missouri public school ( screenshot ) ,1
DeSantis Spox Finally Explains What She Thinks Critical Race Theory Is,39
"Ron DeSanti Team Defend Rejecting  CRT Math Textbooks , Share Examples",36
Florida rejects math textbooks in record numbers over critical race theory,94
DeSantis defends math textbook rejection as Dems seek proof of critical race theory lessons,48
  They Wont Tell Us What They Say : Florida Gov . Ron DeSantis Under Pressure to Provide Examples Validating Why More Than 40 Math Books Were Rejected Over Critical Race Theory,94
DeSantis takes an anti - CRT victory lap without showing his math,36
Florida governor cant cite single example of  Critical Race Theory  content in banned math books / LGBTQ Nation,94
